1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
826,755,668,616,502,406,361,278,189,86,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,755,669,617,508,413,359,282,189,84,17,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,753,668,616,507,413,361,282,186,83,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,754,670,615,510,415,358,286,186,83,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,752,667,613,510,411,359,285,183,86,19,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,752,669,616,511,415,361,285,181,83,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,750,667,615,508,412,363,284,179,84,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,750,670,617,513,416,362,284,181,82,23,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,750,669,614,510,414,368,284,182,83,27,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,754,671,613,516,415,367,287,181,79,28,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,753,672,615,515,412,367,292,180,77,25,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,755,674,615,517,413,366,294,178,72,27,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,754,674,615,515,409,368,297,176,73,30,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,757,677,618,518,414,366,298,177,72,34,3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
834,758,676,620,516,417,366,296,179,69,30,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,758,677,620,518,423,362,296,182,67,31,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,759,676,618,515,420,362,293,184,67,28,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,762,677,622,519,425,358,292,184,66,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,761,676,622,517,424,360,289,181,66,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,762,678,624,520,428,360,289,180,63,21,5,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
833,760,678,623,519,425,360,288,182,67,21,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,762,679,626,521,430,359,290,178,68,21,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
833,764,676,624,518,425,357,289,175,66,19,4,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
833,766,677,625,522,427,358,290,176,69,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,764,676,625,518,425,360,290,174,67,24,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,766,678,626,519,426,360,288,173,64,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,765,677,623,519,423,361,287,170,64,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,765,677,626,520,425,359,289,169,65,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,764,675,628,520,422,362,287,170,66,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,764,677,629,521,425,361,287,171,64,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,766,676,629,518,424,362,286,170,65,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,766,678,632,522,426,360,286,170,63,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,765,676,631,520,424,363,289,169,66,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,766,678,630,522,426,358,289,168,65,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,765,677,630,522,425,357,286,165,70,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,766,679,631,526,430,357,288,165,69,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,764,680,629,522,429,357,286,162,71,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,764,680,634,524,432,356,284,163,70,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,763,678,634,523,429,358,286,160,72,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,765,679,635,525,433,355,286,159,70,35,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,764,679,633,520,429,358,284,160,74,33,5,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
840,764,680,636,525,434,356,288,160,71,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,764,678,635,522,433,357,291,160,74,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,765,679,635,526,435,357,290,161,74,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,766,680,633,524,431,357,292,165,76,25,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,767,681,632,526,433,354,293,165,75,26,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,766,683,630,523,434,361,290,165,76,28,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,769,685,629,525,437,361,289,164,73,33,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,770,683,631,523,434,363,291,165,73,33,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,771,684,632,525,436,361,294,161,75,33,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,770,681,630,525,435,365,292,160,73,30,12,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
842,771,681,631,526,439,367,294,162,71,31,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,770,679,630,522,441,366,291,164,67,27,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,771,679,629,526,444,364,295,164,68,28,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,771,677,628,523,440,362,291,165,68,24,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,774,678,629,526,445,361,295,166,64,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,772,678,627,523,440,360,294,164,65,19,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,773,679,626,523,441,358,296,164,65,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,772,678,625,519,436,358,295,162,66,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,772,679,626,520,437,359,297,162,67,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,772,677,626,520,434,361,295,161,65,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,773,679,627,523,437,360,297,164,65,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,777,682,628,522,433,362,297,165,67,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,777,683,627,523,434,360,297,166,70,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,775,681,626,521,428,363,294,168,73,13,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,775,683,625,523,431,360,294,170,72,14,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,775,680,624,521,431,360,296,170,71,14,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,776,681,625,523,435,360,299,173,69,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,777,679,625,519,432,361,301,171,72,14,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,781,681,628,521,436,359,299,170,75,15,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,779,680,625,516,437,361,295,170,76,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,780,680,626,520,440,366,299,174,75,20,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,781,678,625,515,438,368,297,170,75,20,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
856,782,681,626,520,445,366,297,171,71,19,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
856,780,680,627,518,442,365,298,170,72,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
856,782,681,628,523,445,366,298,169,67,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,782,678,627,519,441,367,296,168,68,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,783,680,631,523,445,368,294,167,67,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,781,679,630,521,443,368,294,163,68,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
