1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
646,573,538,446,381,328,269,205,158,57,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,577,540,449,386,333,266,206,158,57,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,578,538,452,383,330,264,205,156,59,20,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,580,541,458,387,336,261,206,156,59,22,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,583,540,460,383,336,266,206,156,58,22,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,585,541,461,385,337,263,208,156,55,21,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,589,540,460,383,335,266,206,155,52,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,592,543,465,388,338,263,208,157,49,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,592,542,465,386,332,265,209,162,52,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,596,543,469,391,335,263,214,160,51,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,594,541,470,393,330,266,214,161,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,595,545,472,397,335,262,217,158,53,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,595,549,472,395,331,266,213,159,53,18,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
674,598,554,474,400,335,265,215,158,51,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,598,552,474,400,332,264,216,157,49,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,602,554,475,403,335,264,218,154,48,20,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
677,601,553,478,403,333,267,220,157,49,21,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,603,555,479,405,333,265,225,159,46,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,607,554,481,406,331,268,228,157,44,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,608,557,485,410,334,269,230,157,40,23,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,608,556,486,406,332,271,228,157,40,23,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,610,558,491,409,336,271,229,158,38,25,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,609,557,492,408,333,271,229,156,36,25,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,609,562,492,410,336,273,232,156,36,27,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,607,562,490,409,334,277,233,159,38,27,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,607,565,492,412,338,279,232,161,34,28,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,608,562,491,410,339,280,230,158,39,25,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,610,566,493,415,345,280,233,159,40,24,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,609,565,492,415,347,282,232,159,42,24,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,610,565,494,418,348,282,236,159,40,24,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,608,562,493,415,343,285,235,160,42,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,612,565,494,418,345,286,237,159,46,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,611,565,495,417,350,286,235,164,48,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,615,567,498,420,354,285,236,162,49,28,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,617,564,496,419,351,286,235,162,48,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,618,566,496,425,354,283,235,163,45,26,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,617,566,500,421,355,284,233,163,47,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,618,570,501,425,355,282,234,161,51,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,617,569,500,425,350,284,231,163,52,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,619,571,501,428,353,285,228,161,50,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,618,570,501,426,349,288,227,158,48,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,620,571,504,433,354,288,229,160,51,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,624,572,503,432,350,291,230,158,58,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,625,576,502,436,355,290,231,162,57,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,625,575,504,435,354,292,233,160,58,23,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,628,579,508,436,358,287,236,165,56,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,629,578,506,434,354,288,239,165,61,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,630,580,510,437,356,287,241,164,62,21,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,629,580,509,435,354,288,242,164,61,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,631,583,510,437,356,285,244,163,60,18,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,630,581,511,438,354,291,241,162,61,16,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
717,632,585,511,440,359,290,243,164,59,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,633,583,510,439,357,289,243,167,56,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,634,585,512,441,358,287,245,170,55,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,634,585,512,438,354,286,247,170,53,13,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,634,586,513,443,357,285,251,172,53,11,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,634,584,513,444,353,286,248,170,53,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,639,586,513,446,358,287,249,168,52,8,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,638,585,511,442,357,291,247,167,53,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,640,586,511,448,358,291,247,168,53,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,642,586,508,446,356,293,246,169,55,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,642,588,511,451,360,291,245,180,56,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,645,587,512,450,355,296,247,178,59,5,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,646,589,515,451,358,296,248,180,61,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,647,589,520,450,354,300,249,181,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,647,591,520,454,360,296,251,180,64,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,648,590,518,453,356,299,249,179,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,649,592,518,458,361,301,251,181,68,9,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
729,647,591,521,457,358,301,250,182,64,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,647,591,523,458,362,300,254,180,65,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,648,590,520,456,358,304,254,181,70,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,650,592,519,461,363,303,253,182,67,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,651,591,520,459,365,303,253,184,68,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,654,593,524,459,367,301,252,183,70,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,654,591,527,454,364,303,253,184,69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,655,593,527,455,367,304,257,186,69,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,655,594,529,454,363,310,254,183,73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,657,595,531,457,370,308,253,186,71,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,656,593,530,455,367,309,255,187,71,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
741,657,598,535,458,371,310,253,186,74,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,657,599,540,453,366,311,251,189,72,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,659,602,541,454,371,309,252,188,70,13,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,660,599,541,454,368,310,249,187,68,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,660,602,543,456,372,308,250,189,69,16,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,661,601,543,454,374,310,247,185,72,16,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,662,606,545,459,375,312,247,184,70,15,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,663,604,545,461,371,312,247,183,71,15,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
744,666,605,544,465,372,309,246,182,69,15,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,666,606,543,462,369,310,246,181,72,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,668,611,545,463,376,307,246,186,68,16,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
744,668,612,546,460,372,316,244,184,71,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,668,615,546,465,378,314,247,184,67,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,667,613,548,462,377,314,246,182,66,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,668,614,551,464,379,312,246,185,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,666,614,551,463,378,315,246,183,66,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,666,616,554,466,379,312,249,182,62,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,664,613,552,464,377,314,246,179,64,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,666,613,553,466,378,312,244,178,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,668,613,555,463,374,314,241,180,68,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,669,614,557,469,377,312,242,177,68,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,671,613,556,468,372,312,243,175,68,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,673,614,558,471,376,311,246,180,68,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,676,614,555,468,373,310,245,181,68,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,678,617,558,473,382,311,247,187,63,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,678,619,555,470,380,312,243,187,64,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,680,622,555,474,382,310,247,193,61,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,680,624,553,473,377,313,247,194,64,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,681,625,557,477,384,311,249,194,62,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,680,624,555,474,380,314,251,196,67,19,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,683,624,556,479,385,314,252,197,69,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,685,623,557,477,382,315,253,199,71,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,688,625,559,480,385,311,255,202,68,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,688,625,559,477,387,312,254,202,68,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,689,627,561,482,388,310,257,204,71,21,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,690,626,561,479,386,312,254,203,72,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,691,629,562,483,390,311,252,204,68,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,691,628,560,481,385,311,252,207,70,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,691,632,565,485,390,310,253,207,66,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,691,633,565,482,387,309,253,205,71,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,693,636,567,487,391,309,255,206,69,17,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,697,636,567,482,385,314,255,206,70,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,698,636,567,484,386,312,257,212,73,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,697,636,566,483,382,313,256,212,76,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,700,638,568,489,383,314,257,212,73,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,699,636,567,487,379,318,257,209,72,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,700,636,568,488,380,315,261,211,68,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,699,639,569,487,380,321,264,209,69,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,699,639,569,493,381,320,263,212,68,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,697,639,570,489,382,320,262,210,69,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,699,639,574,491,384,315,263,211,72,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,701,638,572,491,380,318,264,212,75,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,702,638,574,494,382,319,264,210,72,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,701,637,575,493,382,322,261,208,73,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,703,640,576,496,386,323,260,212,73,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,704,638,575,496,385,326,258,209,71,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,705,640,576,497,387,323,260,207,70,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,703,638,575,494,384,324,259,206,73,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,704,639,578,496,386,325,257,211,73,21,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,706,637,580,493,380,327,255,209,72,17,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
790,708,642,581,496,382,326,254,209,68,20,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
789,708,639,580,495,379,326,253,206,68,27,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
789,709,642,581,499,383,324,253,208,66,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,708,639,583,497,381,326,254,207,64,30,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,709,641,583,498,387,324,255,208,62,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,707,639,583,495,384,326,254,212,64,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,708,639,585,501,389,323,251,215,62,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,707,637,585,498,387,328,250,215,65,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,708,639,584,499,392,330,249,216,64,32,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
792,707,638,583,499,390,331,250,215,64,30,7,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
792,710,638,586,500,391,330,251,216,61,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,711,637,586,496,387,334,249,215,64,32,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,712,639,586,497,391,335,247,216,61,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,710,637,583,493,387,334,249,214,65,29,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,714,639,584,495,392,337,250,213,60,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,713,639,581,496,389,338,247,209,59,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,714,641,582,504,390,341,251,209,54,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,714,640,582,499,386,346,254,206,54,31,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,715,643,584,503,392,346,258,206,54,33,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,714,642,583,501,388,346,261,209,57,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,717,643,585,505,389,347,262,209,64,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,717,643,583,501,384,348,264,209,68,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,718,644,587,504,387,350,266,205,72,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,718,642,586,503,387,348,264,206,69,29,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,719,644,588,506,392,345,262,207,67,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,718,647,586,504,390,347,260,204,69,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,719,651,585,507,394,342,260,202,71,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,719,648,584,508,390,346,259,198,79,19,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,721,648,585,509,394,344,261,197,75,20,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,721,646,584,505,393,345,261,197,74,17,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,721,647,583,510,396,342,260,197,74,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,719,648,581,509,392,345,259,194,72,14,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,723,650,584,513,396,342,261,194,72,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,725,647,583,508,397,345,259,194,74,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,726,647,585,510,400,342,261,196,72,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,726,645,582,506,400,343,261,196,72,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,726,646,587,511,403,343,266,200,71,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,726,644,587,513,399,348,266,203,71,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,726,646,587,515,402,349,265,202,72,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,724,644,585,515,398,350,264,203,71,17,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,725,645,588,517,401,348,263,201,73,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,723,643,589,513,398,355,258,201,73,15,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,726,643,592,514,399,353,262,205,72,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,726,642,596,509,399,352,263,206,75,9,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,727,645,596,511,400,350,266,206,75,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,727,643,595,507,399,352,265,203,80,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,727,644,598,509,403,347,268,203,79,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,727,643,596,505,400,351,269,204,84,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,730,646,595,506,403,350,270,204,82,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,732,645,595,503,403,356,270,207,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,734,647,597,506,407,353,268,206,86,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,736,646,595,504,405,353,267,201,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,736,647,596,506,408,348,270,199,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,736,648,597,502,406,349,269,194,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,737,651,601,504,410,350,275,194,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,737,648,600,505,406,353,275,194,87,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,738,649,600,508,410,350,279,192,87,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,738,649,600,509,407,351,278,190,88,4,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
815,740,654,600,512,409,350,281,193,94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,738,654,600,509,403,356,284,189,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,738,657,601,511,407,358,281,188,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,739,659,600,508,402,361,281,186,95,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,740,660,602,511,403,358,280,186,92,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,741,658,599,508,404,358,278,188,93,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,745,662,600,511,409,357,279,188,89,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,745,660,602,511,407,357,277,185,93,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,746,663,602,512,409,355,276,186,93,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,748,663,600,509,406,358,273,189,96,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,749,667,602,513,410,356,277,189,93,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,749,666,601,513,406,360,276,191,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,750,668,605,514,408,359,278,189,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,749,666,603,510,406,360,277,188,95,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,750,666,603,513,409,361,278,189,95,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,749,664,603,508,406,360,275,187,94,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,750,667,604,511,409,360,277,185,93,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,748,665,604,508,408,360,276,185,93,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,751,666,606,510,411,357,280,186,94,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,749,664,608,507,409,357,277,188,93,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,751,667,609,507,412,355,277,187,91,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,752,664,607,506,410,356,275,186,93,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,754,668,607,510,411,352,275,187,91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,754,668,607,506,408,353,276,184,96,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,755,669,608,510,410,352,277,185,95,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,754,667,606,509,406,356,275,187,100,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,756,668,611,513,408,356,277,187,98,10,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
822,757,668,609,511,404,356,274,188,99,14,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
823,758,669,613,513,407,358,278,189,95,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,757,667,611,509,405,360,278,187,94,16,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,758,668,611,509,407,359,277,186,91,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,757,666,612,505,404,359,273,185,93,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
825,758,669,614,509,409,357,273,186,91,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,757,668,616,506,409,360,274,186,90,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,757,670,616,506,410,358,279,187,88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
