29,18,11
28,17,11
28,17,11
27,16,11
27,17,10
26,17,9
25,15,10
25,16,9
25,16,9
25,16,9
24,16,8
24,15,9
24,15,9
24,15,9
23,14,9
23,14,9
23,14,9
23,14,9
22,13,9
22,13,9
22,13,9
22,13,9
20,12,8
17,11,7
16,8,8
31,14,17
35,16,19
36,18,18
34,15,19
35,15,20
35,15,20
34,15,19
34,14,20
31,12,19
31,14,17
31,14,17
29,13,16
28,13,15
25,12,13
25,12,13
25,12,13
25,12,13
24,12,12
23,11,12
21,9,12
21,11,10
21,11,10
21,11,10
19,9,10
20,10,10
22,11,11
22,10,12
29,12,17
30,12,18
32,14,18
32,13,19
32,12,20
32,12,20
33,13,20
37,15,22
39,16,23
41,16,25
42,17,25
42,17,25
40,17,23
39,15,24
36,13,23
36,15,21
35,15,20
36,14,22
35,14,21
33,12,21
34,16,18
35,17,18
37,18,19
38,18,20
37,19,18
35,16,19
32,16,16
32,16,16
32,15,17
32,15,17
32,15,17
31,16,16
33,17,16
35,17,18
37,19,18
36,19,17
35,18,17
36,16,20
33,16,17
32,14,18
30,14,16
32,15,17
32,15,17
33,17,16
33,17,16
35,17,18
35,18,17
36,19,17
34,17,17
35,19,16
35,18,17
36,19,17
32,17,15
31,17,14
31,17,14
29,17,12
29,16,13
28,15,13
29,16,13
30,17,13
33,18,15
34,17,17
37,18,19
38,17,21
35,15,20
35,18,17
34,17,17
34,16,18
34,15,19
37,17,20
37,16,21
37,16,21
35,15,20
36,16,20
36,15,21
34,13,21
34,14,20
33,13,20
29,11,18
28,12,16
28,12,16
27,12,15
26,10,16
27,11,16
32,14,18
31,15,16
33,17,16
34,19,15
36,20,16
37,21,17
38,23,15
37,21,16
35,20,15
35,19,16
35,19,16
34,18,16
33,19,14
33,18,15
32,18,14
31,18,13
31,17,14
29,15,14
27,15,12
26,15,11
25,14,11
24,14,10
23,13,10
21,11,10
21,12,9
23,14,9
24,13,11
30,16,14
32,17,15
34,19,15
34,19,15
35,19,16
37,19,18
37,20,17
38,20,18
40,22,18
38,20,18
38,22,16
38,22,16
35,20,15
34,20,14
34,20,14
31,18,13
31,18,13
29,17,12
28,17,11
27,17,10
26,17,9
26,17,9
26,17,9
27,18,9
27,17,10
32,22,10
37,25,12
39,28,11
39,28,11
36,25,11
44,30,14
41,26,15
42,27,15
43,27,16
45,30,15
45,30,15
45,30,15
45,30,15
42,29,13
41,27,14
40,26,14
40,26,14
36,23,13
35,22,13
33,22,11
31,18,13
29,19,10
28,17,11
27,16,11
25,14,12
25,15,10
25,15,10
25,14,11
24,14,10
24,15,9
25,15,11
25,15,10
28,17,11
31,19,12
32,21,11
38,25,13
39,25,14
41,25,16
41,25,16
40,24,16
37,22,15
35,23,13
34,23,11
34,23,11
34,23,11
31,20,11
31,22,9
30,21,9
29,20,9
27,19,8
26,19,7
26,20,6
24,18,6
24,18,6
22,17,6
22,16,6
21,15,6
22,15,7
19,13,7
22,12,10
26,14,12
29,13,16
31,16,15
31,16,15
