0,6.57,720
1,7.23,1026
2,7.95,1044
3,8.74,774
4,9.4,450
5,9.47,378
6,9.37,612
7,9.68,954
8,10.65,1080
9,11.71,864
10,12.89,522
11,13.06,360
12,13.01,522
13,13.2,864
14,14.52,1080
15,15.97,954
16,17.57,612
17,18.21,378
18,18.12,450
19,18.39,774
20,19.83,1044
21,21.81,1026
22,24.0,720
23,25.87,414
24,25.74,396
25,25.61,666
26,27.07,990
27,29.77,1062
28,32.75,810
29,36.03,486
30,36.54,360
31,35.67,576
32,36.93,918
33,40.62,1080
34,44.69,918
35,49.16,558
36,49.91,360
37,48.66,486
38,49.41,828
39,52.19,1062
40,55.19,990
41,57.09,666
42,55.73,396
43,52.21,414
44,50.87,720
45,52.74,1026
46,54.62,1044
47,55.4,756
48,54.08,450
49,51.69,378
50,50.4,630
51,50.15,954
52,53.0,1080
53,53.75,864
54,53.51,522
55,53.22,360
56,49.91,540
57,51.63,882
58,52.44,1080
59,55.45,954
60,56.22,612
61,53.81,378
62,52.46,450
63,51.12,774
64,52.99,1044
65,54.89,1026
66,55.67,702
67,54.34,414
68,51.94,396
69,50.64,684
70,51.42,990
71,53.26,1062
72,54.02,810
73,53.77,468
74,51.4,360
75,49.14,576
76,50.89,918
77,51.68,1080
78,55.72,900
79,55.41,558
80,54.07,360
81,51.65,486
82,51.37,828
83,53.25,1062
84,55.16,990
85,55.94,648
86,54.61,396
87,52.19,432
88,50.89,738
89,51.67,1026
90,53.52,1044
91,54.28,756
92,54.03,432
93,50.64,378
94,49.38,630
95,52.13,972
96,52.95,1080
97,56.0,864
98,55.68,522
99,53.24,360
100,50.9,540
101,51.62,882
102,53.51,1080
103,55.43,936
104,56.21,612
105,53.79,378
106,51.4,450
107,50.09,792
108,51.92,1062
109,54.84,1008
110,55.69,702
111,54.29,414
112,50.89,396
113,49.62,684
114,50.38,1008
115,52.18,1062
116,56.27,810
117,54.86,468
118,53.49,360
119,51.14,594
120,51.87,936
121,54.84,1080
122,55.7,900
123,56.49,558
124,54.05,360
125,51.65,504
126,50.33,846
127,52.17,1062
128,55.11,972
129,55.96,648
130,53.5,378
131,51.14,432
132,49.86,738
133,50.63,1026
134,52.44,1044
135,56.54,756
136,55.13,432
137,52.65,378
138,51.39,630
139,52.12,972
140,54.03,1080
141,55.97,846
142,55.62,504
143,53.24,360
144,51.9,540
145,50.57,882
146,53.47,1080
147,54.3,936
148,55.08,594
149,53.76,378
