0,25.92,18.91
1,24.46,20.8
2,23.38,22.88
3,22.63,24.86
4,22.63,25.85
5,22.63,25.06
6,22.63,23.39
7,22.63,21.89
8,22.63,20.92
9,22.63,21.75
10,22.63,23.93
11,22.63,25.24
12,22.63,22.72
13,22.63,21.26
14,22.63,21.2
15,22.63,23.32
16,22.63,25.65
17,22.63,23.09
18,22.63,21.18
19,22.63,20.26
20,22.63,20.64
21,22.63,22.71
22,22.63,24.68
23,22.63,24.96
24,22.63,22.46
25,22.63,20.61
26,22.63,20.15
27,22.63,21.39
28,22.63,23.53
29,22.63,25.59
30,22.63,24.86
31,22.63,22.37
32,22.63,20.96
33,22.63,20.91
34,22.63,23.0
35,22.63,25.3
36,22.63,22.77
37,22.63,20.89
38,22.63,20.0
39,22.63,20.74
40,22.63,22.81
41,22.63,24.8
42,22.63,25.11
43,22.63,22.6
44,22.63,20.73
45,22.63,19.43
46,22.63,20.2
47,22.63,22.22
48,22.63,24.45
49,22.63,24.25
50,22.63,21.82
51,22.63,20.45
52,22.63,20.81
53,22.63,22.89
54,22.63,25.18
55,22.63,24.5
56,22.63,22.05
57,22.63,20.66
58,22.63,21.01
59,22.63,23.11
60,22.63,25.42
61,22.63,22.88
62,22.63,21.0
63,22.63,20.11
64,22.63,20.48
65,22.63,22.53
66,22.63,24.48
67,22.63,24.75
68,22.63,23.63
69,22.63,21.26
70,22.63,19.54
71,22.63,19.51
72,22.63,21.46
73,22.63,23.61
74,22.63,25.39
75,22.63,22.85
76,22.63,21.38
77,22.63,20.85
78,22.63,22.53
79,22.63,24.79
80,22.63,24.63
81,22.63,22.17
82,22.63,20.35
83,22.63,19.85
84,22.63,21.44
85,22.63,23.59
86,22.63,25.66
87,22.63,24.5
88,22.63,22.05
89,22.63,20.67
90,22.63,21.04
91,22.63,23.14
92,22.63,25.46
93,22.63,22.91
94,22.63,21.01
95,22.63,20.48
96,22.63,21.65
97,22.63,23.82
98,22.63,23.28
99,22.63,21.74
100,22.63,21.21
101,22.63,21.66
102,22.63,23.82
103,22.63,25.63
104,22.63,23.06
105,22.63,21.56
106,22.63,20.6
107,22.63,20.24
108,22.63,21.48
109,22.63,23.33
110,22.63,25.08
111,22.63,25.3
112,22.63,22.77
113,22.63,20.9
114,22.63,20.44
115,22.63,21.69
116,22.63,23.86
117,22.63,25.94
118,22.63,25.2
119,22.63,22.68
120,22.63,20.81
121,22.63,20.73
122,22.63,22.41
123,22.63,24.65
124,22.63,24.45
125,22.63,22.89
126,22.63,21.01
127,22.63,20.96
128,22.63,22.65
129,22.63,24.91
130,22.63,25.19
131,22.63,22.67
132,22.63,20.8
133,22.63,19.93
134,22.63,21.12
135,22.63,23.23
136,22.63,25.27
137,22.63,24.59
138,22.63,22.13
139,22.63,20.72
140,22.63,21.08
141,22.63,23.19
142,22.63,25.51
143,22.63,22.96
144,22.63,21.07
145,22.63,20.56
146,22.63,21.76
147,22.63,23.93
148,22.63,26.02
149,22.63,23.42
