0,6.66,680
1,7.33,969
2,8.06,986
3,8.86,731
4,9.54,425
5,9.43,357
6,9.14,578
7,9.67,901
8,10.64,1020
9,11.7,816
10,12.87,493
11,13.06,340
12,12.74,493
13,12.93,816
14,14.23,1020
15,15.65,901
16,17.22,578
17,17.8,357
18,17.39,425
19,17.62,731
20,19.01,986
21,20.92,969
22,23.01,680
23,24.34,391
24,24.2,374
25,24.1,629
26,24.96,935
27,27.45,1003
28,30.2,765
29,32.55,459
30,33.02,340
31,32.23,544
32,33.32,867
33,36.65,1020
34,40.32,867
35,44.35,527
36,45.11,340
37,43.9,459
38,44.66,782
39,49.13,1003
40,51.91,935
41,55.95,629
42,53.5,374
43,52.07,391
44,49.85,680
45,51.55,969
46,52.43,986
47,55.4,714
48,54.01,425
49,51.55,357
50,50.35,595
51,51.03,901
52,52.94,1020
53,54.84,816
54,54.47,493
55,52.15,340
56,49.87,510
57,49.52,833
58,51.37,1020
59,53.21,901
60,55.08,578
61,53.76,357
62,52.32,425
63,50.1,731
64,52.85,986
65,52.69,969
66,55.67,663
67,54.28,391
68,51.8,374
69,50.6,646
70,51.28,935
71,54.23,1003
72,55.1,765
73,53.69,442
74,51.33,340
75,49.1,544
76,49.76,867
77,51.62,1020
78,53.47,850
79,55.34,527
80,52.93,340
81,51.58,459
82,50.34,782
83,53.11,1003
84,54.02,935
85,55.94,612
86,53.48,374
87,52.05,408
88,50.85,697
89,52.63,969
90,54.5,986
91,55.37,714
92,53.95,408
93,51.58,357
94,49.34,595
95,51.07,918
96,52.88,1020
97,53.73,816
98,53.36,493
99,51.1,340
100,50.84,510
101,49.55,833
102,53.37,1020
103,54.28,884
104,55.09,578
105,53.74,357
106,51.26,425
107,49.08,748
108,51.78,1003
109,54.76,952
110,55.64,663
111,54.22,391
112,50.75,374
113,49.58,646
114,50.24,952
115,53.14,1003
116,53.99,765
117,53.62,442
118,51.35,340
119,50.09,561
120,49.79,884
121,53.63,1020
122,54.55,850
123,55.36,527
124,52.93,340
125,51.51,476
126,49.32,799
127,52.03,1003
128,55.03,918
129,55.91,612
130,53.44,357
131,51.0,408
132,49.82,697
133,51.57,969
134,53.4,986
135,55.37,714
136,53.89,408
137,51.6,357
138,50.33,595
139,50.04,918
140,53.89,1020
141,54.81,799
142,55.63,476
143,53.19,340
144,51.76,510
145,49.56,833
146,52.29,1020
147,53.18,884
148,55.08,561
149,52.65,357
