0,90,117
1,630,0
2,870,0
3,1050,0
4,1050,0
5,1050,230
6,1050,620
7,1050,820
8,1050,290
9,1050,0
10,570,600
11,570,910
12,570,830
13,570,540
14,570,60
15,570,0
16,570,0
17,570,260
18,360,860
19,360,1210
20,360,900
21,360,320
22,360,0
23,360,80
24,360,450
25,140,1050
26,140,1040
27,140,490
28,140,0
29,140,0
30,140,330
31,0,930
32,0,910
33,0,400
34,0,0
35,0,0
36,0,600
37,0,1000
38,0,790
39,0,330
40,0,0
41,0,0
42,0,600
43,0,920
44,0,690
45,0,290
46,0,0
47,0,0
48,0,600
49,0,770
50,0,560
51,0,210
52,0,0
53,0,0
54,0,600
55,0,910
56,0,830
57,0,530
58,0,40
59,0,0
60,0,0
61,0,260
62,0,860
63,0,1210
64,0,780
65,0,200
66,0,0
67,0,0
68,0,370
69,0,970
70,0,1010
71,0,460
72,0,0
73,0,0
74,0,600
75,0,1000
76,0,980
77,0,470
78,0,0
79,0,0
80,0,290
81,0,890
82,0,1100
83,0,640
84,0,50
85,0,0
86,0,60
87,0,440
88,0,1040
89,0,1110
90,0,540
91,0,0
92,0,0
93,0,600
94,0,990
95,0,820
96,0,280
97,0,0
98,0,480
99,0,790
100,0,590
101,0,290
102,0,0
103,0,0
104,0,80
105,0,680
106,0,1070
107,0,1060
108,0,620
109,0,30
110,0,0
111,0,210
112,0,580
113,0,960
114,0,1000
115,0,440
116,0,0
117,0,0
118,0,600
119,0,880
120,0,550
121,0,30
122,0,0
123,0,0
124,0,600
125,0,1000
126,0,960
127,0,490
128,0,0
129,0,0
130,0,540
131,0,870
132,0,630
133,0,220
134,0,0
135,0,0
136,0,600
137,0,900
138,0,690
139,0,340
140,0,0
141,0,0
142,0,130
143,0,730
144,0,1130
145,0,950
146,0,460
147,0,0
148,0,0
149,0,270
