0,400,128
1,570,0
2,580,230
3,430,210
4,250,340
5,210,490
6,340,520
7,530,420
8,600,210
9,480,170
10,290,250
11,200,440
12,290,560
13,480,510
14,600,270
15,530,150
16,340,260
17,210,400
18,250,590
19,430,500
20,580,310
21,570,210
22,400,200
23,230,360
24,220,530
25,370,550
26,550,420
27,590,190
28,450,160
29,270,350
30,200,480
31,320,600
32,510,440
33,600,250
34,510,130
35,310,260
36,200,430
37,270,550
38,460,520
39,590,300
40,550,190
41,370,200
42,220,390
43,230,570
44,400,500
45,570,340
46,580,170
47,420,150
48,250,370
49,210,520
50,350,550
51,530,440
52,600,230
53,480,190
54,290,270
55,200,460
56,300,580
57,490,440
58,600,270
59,530,150
60,340,260
61,210,400
62,250,590
63,430,500
64,580,310
65,570,210
66,390,200
67,230,370
68,220,540
69,380,560
70,550,420
71,590,190
72,450,160
73,260,350
74,200,490
75,320,530
76,510,450
77,600,260
78,500,60
79,310,280
80,200,450
81,270,570
82,460,460
83,590,320
84,550,210
85,360,220
86,220,420
87,240,520
88,410,520
89,570,350
90,580,180
91,420,160
92,240,380
93,210,540
94,350,570
95,540,380
96,600,0
97,480,40
98,290,280
99,200,470
100,300,590
101,490,450
102,600,280
103,520,160
104,340,280
105,210,420
106,250,530
107,440,520
108,590,320
109,560,210
110,390,210
111,230,380
112,220,550
113,380,570
114,560,350
115,590,0
116,450,210
117,260,320
118,200,540
119,330,580
120,520,410
121,600,130
122,500,0
123,310,300
124,200,470
125,280,590
126,470,470
127,590,320
128,540,210
129,360,230
130,210,430
131,240,540
132,410,540
133,570,370
134,580,0
135,420,220
136,240,360
137,210,520
138,350,550
139,540,440
140,600,220
141,470,20
142,280,270
143,200,470
144,300,590
145,490,450
146,600,280
147,520,160
148,330,280
149,210,430
